,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Action
270,2.712467792,14.31368454,-1.60062149,0.0687071228,14.40306478,0
271,2.722509792,14.2862915,-0.7795788574,0.02200424194,14.30756277,0
272,2.732551792,13.20494019,0.01362167358,0.3671864319,13.21005135,0
273,2.742593792,12.9486731,1.26022934,0.4041595459,13.01613068,0
274,2.752636792,12.80601974,2.772684174,-0.1372645569,13.10346369,0
275,2.762678792,11.64772842,3.512445831,-0.5508544922,12.17827138,0
276,2.772720792,10.7482489,3.341351624,-0.9970765686,11.29971888,0
277,2.782762792,11.53291718,3.532953186,-2.057770844,12.23619049,0
278,2.792804792,14.41786789,5.68427948,-3.225492554,15.83002684,0
279,2.802847792,16.59883255,8.576415253,-3.748055878,19.05581443,0
280,2.812889792,17.55474472,10.62954575,-3.976929932,20.90388186,0
281,2.822931792,17.87582703,11.21707397,-4.651876373,21.61036543,0
282,2.832973792,17.40685226,10.83881058,-5.172643433,21.14792095,0
283,2.843016792,17.12962875,11.02622086,-5.073399811,20.99383512,0
284,2.853058792,16.65346893,11.9188147,-4.39366333,20.94517722,0
285,2.863100792,16.22326355,12.69824387,-3.205883331,20.84987687,0
286,2.873142792,16.6220343,13.81731674,-1.38192627,21.65917788,0
287,2.883185792,17.88615555,15.80817673,1.325194244,23.90751245,0
288,2.893227792,19.79453705,18.12326248,3.887416077,27.11804461,0
289,2.903269792,21.19861725,20.0154776,5.659281464,29.6989593,0
290,2.913311792,20.82319794,21.22571091,6.622079315,30.46290056,0
291,2.923354792,18.71917328,21.73240723,6.789580994,29.47547086,0
292,2.933396792,15.92253891,21.85979233,6.354884949,27.78061066,0
293,2.943438792,13.82629807,22.14914062,5.707780609,26.72694723,0
294,2.953480792,12.97067734,22.38534943,4.872816925,26.32653954,0
295,2.963522792,12.99462753,22.09854584,3.79221405,25.91499489,0
296,2.973565792,12.9765152,21.09637985,2.352208557,24.87931017,0
297,2.983607792,12.11969696,19.47046097,0.7870632935,22.94788385,0
298,2.993649792,10.49273026,17.55773849,-0.5779481506,20.46229687,0
299,3.003691792,8.829089813,15.83302505,-1.878443756,18.22542346,0
300,3.013734792,7.336094513,14.12567551,-3.08433609,16.21314653,0
301,3.023776792,6.06927887,12.39542358,-4.087250519,14.39403656,0
302,3.033818792,5.021158447,10.7814798,-4.678520966,12.78048893,0
303,3.043860792,4.318369904,9.329648895,-5.007836151,11.43543135,0
304,3.053903792,3.924389191,8.086334381,-5.265749817,10.41718558,0
305,3.063945792,3.463647308,6.967261505,-5.212610321,9.36540933,0
306,3.073987792,3.219505005,5.953120422,-5.025649109,8.429828243,0
307,3.084029792,3.21306839,5.140460358,-4.79737381,7.730649173,0
308,3.094072792,3.235671387,4.511468353,-4.37734726,7.069942366,0
309,3.104114792,3.458108826,4.045337677,-3.808979187,6.544585244,0
310,3.114156792,3.749103699,3.681743774,-2.967429199,6.0346211,0
311,3.124198792,4.174369354,3.653751984,-1.994302826,5.895125684,0
312,3.134240792,4.728816376,3.833378448,-1.330882416,6.23119111,0
313,3.144283792,5.597609711,4.156406708,-1.022373962,7.046573615,0
314,3.154325792,6.212081909,4.593348083,-0.4586462402,7.739455061,0
315,3.164367792,6.305787048,5.354515228,0.4331991577,8.283806199,0
316,3.174409792,6.341263275,6.631809082,1.540746002,9.304107151,0
317,3.184452792,6.71398819,7.840545502,2.479593658,10.61603391,0
318,3.194494792,7.560178528,8.773704987,2.889291687,11.93659101,0
319,3.204536792,8.469537506,9.733059998,2.962489471,13.23789509,0
320,3.214578792,8.748557281,10.81366287,2.886746979,14.2058392,0
321,3.224621792,8.166717224,11.63485519,2.534529419,14.43914696,0
322,3.234663792,6.943161621,12.24304047,2.03831131,14.22161194,0
323,3.244705792,5.310955811,12.34857101,1.905836792,13.57665907,0
324,3.254747792,3.727548523,11.57707535,1.785786438,12.29277531,0
325,3.264790792,2.264940033,10.53134995,1.273851013,10.84721077,0
326,3.274832792,1.078507233,9.690997467,0.2098635864,9.753084255,0
327,3.284874792,0.2071691895,8.766070862,-1.087189178,8.835660572,0
328,3.294916792,-0.5367837524,7.806416473,-1.795965271,8.028310296,0
329,3.304958792,-1.246757355,6.897955627,-1.754950562,7.226067202,0
330,3.315001792,-1.897603912,6.029761047,-1.455273743,6.486658659,0
331,3.325043792,-2.664459229,5.002447357,-0.9192384338,5.741848295,0
332,3.335085792,-3.149151306,3.707190857,-0.1645079041,4.866978616,0
333,3.345127792,-3.11831543,2.373614044,0.7903564453,3.997824166,0
334,3.355170792,-2.74618927,0.8916957092,1.542991333,3.273759154,0
335,3.365212792,-2.082619171,-0.746048584,1.696272583,2.787692913,0
336,3.375254792,-1.268611908,-2.294129333,1.527124329,3.033894245,0
337,3.385296792,-0.505947876,-3.535348206,1.089733887,3.733924227,0
338,3.395339792,0.09639953613,-4.484674072,0.4906796265,4.512467274,0
339,3.405381792,0.8590635681,-5.163213043,-0.2992277527,5.24273749,0
340,3.415423792,1.970053253,-5.489534454,-1.143771515,5.943425916,0
341,3.425465792,3.311413879,-5.670807495,-1.733844452,6.791887522,0
342,3.435508792,5.18581604,-5.584586792,-2.175875244,7.925574472,0
343,3.445550792,7.637417908,-4.87461319,-2.577340393,9.419909211,0
344,3.455592792,9.436526642,-3.924838257,-2.678230591,10.56528795,0
345,3.465634792,10.10967682,-3.256029053,-2.474953308,10.90562628,0
346,3.475677792,10.0608783,-2.852767639,-2.238594818,10.69443136,0
347,3.485719792,9.445657654,-2.501448212,-2.054926758,9.985009547,0
348,3.495761792,8.338709564,-2.244432678,-1.931583252,8.848873889,0
349,3.505803792,7.277416534,-1.979932709,-1.98098053,7.797769476,0
350,3.515845792,6.439758453,-1.785487061,-2.310595093,7.070877079,0
351,3.525888792,6.733447723,-1.378782806,-2.803220673,7.422830081,0
352,3.535930792,8.014932861,-0.4397854614,-3.177592163,8.633055773,0
353,3.545972792,9.852960663,1.266965332,-3.295247498,10.46635997,0
354,3.556014792,12.03272781,4.284689941,-3.081342316,13.13924568,0
355,3.566057792,13.97254395,8.612639923,-2.417472839,16.59077231,0
356,3.576099792,15.61148575,13.71627686,-1.244212646,20.81832854,0
357,3.586141792,17.21165817,18.47518066,0.2773731995,25.2517408,0
358,3.596183792,19.04055496,22.28176483,1.879790955,29.36925929,0
359,3.606226792,21.2111911,25.02630753,2.775528259,32.9231568,0
360,3.616268792,22.86869431,26.78829346,1.965562592,35.27680941,0
361,3.626310792,23.32674179,28.13414474,-0.4364923096,36.54938452,0
362,3.636352792,22.30885849,28.85968597,-3.612737274,36.65540222,0
363,3.646395792,19.93689102,28.69353149,-6.341562653,35.51075598,0
364,3.656437792,17.33964203,27.8813205,-7.255112915,33.6254053,0
365,3.666479792,15.28920593,26.61330734,-6.403384094,31.35332955,0
366,3.676521792,13.68289627,24.75402374,-4.596192169,28.65498777,0
367,3.686564792,12.18645813,22.20901611,-2.701132965,25.47638667,0
368,3.696606792,10.32328262,19.24877197,-1.125359802,21.87125559,0
369,3.706648792,8.143365784,16.28957565,0.0004490661621,18.21166334,0
370,3.716690792,5.753435669,13.56853409,0.545615387,14.74804514,0
371,3.726733792,3.310665436,11.12591354,0.6033952332,11.62370611,0
372,3.736775792,1.038839722,9.087302856,0.5986051941,9.166056368,0
373,3.746817792,-0.6975494385,7.567363586,0.8599617004,7.647947502,0
374,3.756859792,-1.379830627,6.867718506,1.190773773,7.10545088,0
375,3.766901792,-1.31756012,6.739884338,0.96414505,6.934809388,0
376,3.776944792,-0.6761439514,6.587950287,-0.05239105225,6.622764109,0
377,3.786986792,-0.07259902954,6.225553894,-1.439855804,6.39030333,0
378,3.797028792,0.2996768188,5.745951233,-2.850821686,6.421288504,0
379,3.807070792,0.6647676086,5.305866394,-3.949536896,6.647779769,0
380,3.817113792,1.072519684,4.905748444,-4.623585205,6.825994903,0
381,3.827155792,1.535955963,4.435276794,-4.85470459,6.752702986,0
382,3.837197792,2.127376099,3.945195923,-4.622088318,6.438478108,0
383,3.847239792,2.986140289,3.623514862,-3.825444946,6.056477757,0
384,3.857282792,3.955374756,3.501518555,-2.723436584,5.94329273,0
385,3.867324792,4.933740234,3.512894897,-1.554966431,6.253010784,0
386,3.877366792,5.661227417,3.702550507,-0.4031117249,6.776494314,0
387,3.887408792,6.104455719,4.266727295,0.6653663635,7.477436314,0
388,3.897451792,5.866600342,5.187761993,1.486259308,7.971125441,0
